timestamp,open,high,low,close,volume
2022-01-01,102.52078472176217,102.7902774795501,102.05629891548615,102.49910294566222,8639
2022-01-02,99.96794820914994,100.32681830923437,99.13176036964809,99.4823049080852,4394
2022-01-03,100.06206578013794,100.37384779529962,99.09949528325038,100.03402352415614,3752
2022-01-04,99.56049773202035,99.70167938891665,98.8844448076909,99.40269999680262,4820
2022-01-05,99.00841281809507,99.00100744260017,98.5055539560513,98.90952084627008,6541
2022-01-06,99.20517190198343,99.68077490991979,97.75234679122323,98.70080425056237,1525
2022-01-07,96.37997559103643,97.0937791555397,95.49056969163144,96.32682089558567,2685
2022-01-08,96.01764007200629,96.44380967828575,95.91304208783706,96.09850204241263,4467
2022-01-09,95.20297389080848,95.68296522423724,94.61880502913914,95.1102463508827,5735
2022-01-10,99.01599329058271,99.72953688905743,98.30895436501132,99.14784577085656,9509
2022-01-11,99.51740147781713,99.74503943081336,98.61501019570267,99.46878970673008,7990
2022-01-12,99.09339114434405,99.62390444767281,98.64399497235166,99.09563275352016,1626
2022-01-13,98.88957462138855,99.49426206182508,97.73623930057069,98.80808785173853,2892
2022-01-14,98.63341744745698,98.83156046155126,97.68779105995438,98.0564322364078,9287
2022-01-15,96.7185444037814,97.82895092587881,96.30385665123558,96.84025157496166,6199
2022-01-16,96.43238236452243,97.03840486143415,95.77741369705946,96.42129040228006,8768
2022-01-17,96.98977734423399,97.51889949220165,96.44538276609588,97.04962486848821,5266
2022-01-18,97.0151440026478,97.5417439947248,95.96664193805515,96.81336054060017,7991
2022-01-19,97.65819859418303,98.43103343853136,97.10179733026571,98.01267098415188,4197
2022-01-20,97.61508958378413,98.05438786954335,97.22984075078446,97.82290842927199,2458
2022-01-21,97.89017302675656,98.85176513137381,96.87813861202024,97.902019907364,2467
2022-01-22,99.97084928390557,100.29910617056775,99.40479905139038,99.80700492881937,8591
2022-01-23,100.49724719290175,101.15369813144474,99.96796408050304,100.51113155604453,2319
2022-01-24,99.80477119188355,100.75588842282413,98.83437581416507,99.9548570733077,9796
2022-01-25,99.52540208265901,100.0591996715299,99.14906232051338,99.78545030379043,6806
2022-01-26,100.63760625221188,101.28240163985717,99.5579632735145,100.4840804618962,3934
2022-01-27,103.28884568064336,103.59718844587415,102.37704632757641,102.85618610281482,2492
2022-01-28,102.67950435764541,103.15903315104815,102.05384918600602,102.58264171000452,2250
2022-01-29,102.39681180267924,103.06451986638078,101.76382758483055,102.34037129510959,7043
2022-01-30,103.7263095185144,103.97187501733379,102.93359992927496,103.59314761664042,2437
2022-01-31,102.29659980986224,102.63538403262027,102.07181290112507,102.57939568484773,3551
2022-02-01,102.18582894014445,102.80000506853429,101.66558877495454,102.27933140591989,3384
2022-02-02,103.30800024050733,103.72059339780999,102.57959646288555,103.38837816686767,5647
2022-02-03,104.22337032208632,105.00090051877689,103.16591905948366,104.13479818629675,3297
2022-02-04,104.28501052305572,104.97947031894608,103.65285753446682,104.29461823023557,2279
2022-02-05,104.78382344044175,105.59525994587166,104.34571087208474,105.14874345602973,1681
2022-02-06,102.14251740433976,102.42462721648599,100.92322951737214,101.80494868781723,7219
2022-02-07,103.58823940216597,104.09184248029003,102.79219916492005,103.08051686881733,2941
2022-02-08,101.8999840228536,102.92486307530208,101.83869832702361,101.97894315704755,9284
2022-02-09,100.14625161263982,100.74267001394033,98.9343668160137,100.02659934586039,4300
2022-02-10,100.48848273188142,101.1428921722097,99.40467371013861,100.40833425728559,9692
2022-02-11,101.53438720459881,101.82086570717296,100.67188523307597,101.29898811970486,7750
2022-02-12,100.37133224349917,101.38140819992097,100.10044779137351,100.81526717288551,9077
2022-02-13,100.05748308189614,100.35558097949135,99.24470451180478,99.57358016476455,9934
2022-02-14,99.51457426564797,100.2242745702064,99.45774133489738,99.6549299650054,9342
2022-02-15,100.02090103780407,100.336473614536,98.93735625931293,99.64163319511393,1068
2022-02-16,101.40255233769861,101.64867386857546,101.21195803628164,101.37835099433565,6467
2022-02-17,102.20837388906124,102.4295436291602,101.44272767930013,102.32524057931086,9215
2022-02-18,102.56568354516742,102.70301197802632,102.20096512778673,102.60781935482841,6983
2022-02-19,104.2609310848444,104.46539946226805,103.29526582461598,103.9917792010972,9061
2022-02-20,103.53616870247184,104.79843873388731,102.60797293946534,103.79515154121025,4180
2022-02-21,102.62151867861499,103.69395079512523,101.56098679413356,102.7340720528322,9803
2022-02-22,103.34028795889587,103.79051312736273,102.95654059806799,103.4849420260625,1374
2022-02-23,103.71935360981962,104.37174604064982,103.30585054949601,104.23398812844933,5521
2022-02-24,104.41632103176127,104.86886277367283,103.72453468823048,104.0261934350971,7504
2022-02-25,103.3104897913031,103.88051887520052,102.7023380899469,103.13682314154035,4454
2022-02-26,103.4554133213434,103.65582749913342,102.74202130741763,103.46180782779626,5394
2022-02-27,100.86823350552115,101.44120354505866,99.49593135817366,100.51913469364668,2985
2022-02-28,101.11035546236475,102.05435834776591,100.9596811031487,101.39728441784204,6838
2022-03-01,102.01489138646357,103.03876189080488,101.26626500056665,102.03692633073604,3634
2022-03-02,100.63791860904784,100.82768954829366,99.48111302227746,100.12029775806745,4269
2022-03-03,100.53782189396166,101.11570372099685,100.01243388108762,100.24392196987326,3292
2022-03-04,98.46936725147563,99.8380557184439,98.56845756200698,99.13700237362377,7667
2022-03-05,99.0960432366136,100.41437361921415,99.03934155458168,100.09566762733355,3368
2022-03-06,97.39329574057328,98.2392997715032,97.12380454236228,97.70466689920143,5743
2022-03-07,96.97565844621465,97.05836779921074,95.89894213750524,96.65727345360793,4802
2022-03-08,97.41703570228556,98.41234513321416,96.70289660461617,97.55876943889841,7533
2022-03-09,98.93112747758431,99.30192133156477,98.60824117882018,98.996450697017,1604
2022-03-10,96.63932567350444,96.60101439756,95.48087095678164,96.45684424086555,3921
